Name,Description,ShortName,Status,Email,WebsiteKey,ProfileUrl,Categories,Summary
Creative Residencies for Emerging Artists Teaching Empowerment,"CREATE is an organization supported by the Public Service Center that promotes arts-based services. Through CREATE, Berkeley students design and co-teach a class in dance, theater, visual arts, or creative writing in order to meet the enrichment needs of local schools and community centers. CREATE members are provided weekly trainings by our leadership team and are also mentored by professional teaching artists in their specific discipline. Trainings and mentor trainings cover topics such as social justice, curriculum design, positive behavior support, and personal artistry. CREATE also hosts guest artist workshops, social events, and community showcases in order to engage with members and the larger campus/Bay Area community.",CREATE,Active,,create,https://callink.berkeley.edu/organization/create,"ASUC Sponsored 2025-26-Student Initiated Service Groups, Service Student Organizations, Undergraduate Organizations","CREATE is an organization supported by the Public Service Center that gives artists, dancers, actors, writers, and others an opportunity to apply creative skills through public service."
Cricket Club of Berkeley,"We are a club that seeks to spread awareness of the sport of Cricket and competes in regional and national tournaments. We have been active since 2018, and have a current competitive team roster of around 35 players. We have weekly practices/games over weekends and also host a tennis ball premier league open to the Berkeley community every semester. Our competitive team participates as part of the NCCA (National College Cricket Association), which consists of 40+ colleges around the USA. Cal Cricket won the Pacific Regionals in 2021, and the Houston Nationals in 2023.",,Active,,cricketclubofberkeley,https://callink.berkeley.edu/organization/cricketclubofberkeley,"ASUC Sponsored 2025-26-Student Activity Groups, Recreational Student Organizations, Undergraduate Organizations",The first professional and recreational cricket club at UC Berkeley!
Critical Consciousness Collective,"Critical Consciousness Collective's (CCC) vision is to create robust community building projects for resilience rooted in anti-oppressive, anti-racist, anti-sexist, anti-homophobic, antitransphobic, anti-ableist, anti-imperialist, and anti-capitalist values. A nod to Paulo Freire’s concept of conscientização, we believe that social workers and caring professionals have the responsibility to not only critically understand the world, but to take action against its oppressive elements. To accomplish this, CCC produces a variety of projects rooted in critical pedagogy with the intent to equip working professionals with mezzo-level community building skills critical to engaging clients in our field. While our projects are ever-evolving based on community-informed needs, they currently encompass critical book clubs, peer mentoring, wellness events, fundraisers for world issues, and skill-sharing workshops.",,Active,,critical-consciousness-collective,https://callink.berkeley.edu/organization/critical-consciousness-collective,Graduate Student Organizations,Critical Consciousness Collective (CCC) is a mezzo-level social work practice group cultivating community through radical collective learning. Our vision is to create robust community building projects for resilience rooted in anti-oppressive values.
Critical Pacific Island Studies Collective (CPISC),"We aim to create educational and professional development opportunities, accessible research materials, and scholarly work based on the critical and equitable study of the Pacific. CPISC conducts interdisciplinary research that bridges spaces within and external to academia and seeks to understand relationships between territorial political status, militarization, environmental justice, Indigenous cultural preservation, colonialism, climate change, and further complex problems. Our vision is ​to generate deeper, more holistic research conducted of, with, and for the Pacific, bolstered by a growing collective of Pacific Islander researchers and allies across the University of California network and greater Pacific. CPISC endeavors to partake in projects like bringing guest speakers, researching current events, writing and publishing academic papers, and creating media (film, podcast, website) focused on the Pacific Islands and their communities.",CPISC,Active,,cpisc,https://callink.berkeley.edu/organization/cpisc,Academic Student Organizations,The Critical Pacific Islands Studies Collective (CPISC) brings together a diverse group of researchers at UC Berkeley to foster a growing academic network of Pacific Islanders and allies.
Crossroads Christian Fellowship: Chinese for Christ Berkeley Church,"Crossroads Christian Fellowship is the college fellowship of Vinewood, the English ministry at Chinese for Christ (CFC) Church in Berkeley. We are a student-led Christian fellowship on the Berkeley campus. We meet together on Friday nights at 7:30pm to worship, study the Word, and fellowship together. We also offer weekly small groups to nurture personal spiritual growth in a more intimate setting. We are a ministry of Vinewood at Chinese for Christ Berkeley. Our church is located two blocks past Ashby on Prince Street and College Avenue. Crossroads exists as an arm of CFC Berkeley to engage college students at UC Berkeley with the Word of God: for the unsaved, to proclaim the gospel unto saving faith; and for the saved, to preach and teach the Word unto maturity of faith.",XROADS,Active,,crossroadschristianfellowship,https://callink.berkeley.edu/organization/crossroadschristianfellowship,"Recreational Student Organizations, Undergraduate Organizations",Crossroads Christian Fellowship is the college fellowship of Vinewood at Chinese for Christ (CFC) Church in Berkeley. Our vision is to seek and raise up believers and to nurture a maturity amongst them that will transcend their college years.
Cru 💙,"The purpose of the Chapter is to build movements of people who are transformed by Jesus Christ. The student-led movement seeks to introduce students to Christ, help them to grow in faith, encourage them to passionately live life in a manner consistent with belief in the God of the Bible, and inspire commitment to advancing the purposes of God in the world.",,Active,,berkeleycru,https://callink.berkeley.edu/organization/berkeleycru,"Spiritual Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",An interdenominational and multi-cultural community who follows Jesus Christ and takes His gospel to the world.
CS KickStart,"CS KickStart is a one week introductory program in computer science designed for incoming freshman women at UC Berkeley. Participants develop coding skills, learn about the different areas of computer science, and meet students and professionals working in the computing space. The program targets those who are interested in math, science, and/or engineering. We aim to give students a hands-on experience that will reveal the creativity and power of computer science, while establishing a tight-knit community, prior to entering UC Berkeley. visit: the CSKickStart website to learn more",CSK,Active,,csk,https://callink.berkeley.edu/organization/csk,"ASUC Sponsored 2025-26-Student Activity Groups, Engineering/Computer Science Student Organizations, Undergraduate Organizations","CS KickStart is a one week introductory program in computer science designed for incoming freshman women at UC Berkeley. Participants develop coding skills, learn about different areas of computer science, and meet other computer science students."
Cub Consulting at Berkeley,"Cub Consulting is a student-run consulting organization that provides innovative and comprehensive strategies to clients in our community. We want to make a change in our community of Berkeley organizations, small Bay Area businesses, and startups.",Cub,Active,,cubconsulting,https://callink.berkeley.edu/organization/cubconsulting,"Cultural & Identity/International Student Organizations, Undergraduate Organizations","Cub Consulting is a student-run consulting organization that provides innovative and comprehensive strategies to clients in our community. We want to make a change in our community of Berkeley organizations, small Bay Area businesses, and startups."
CYAN: Coalition of Hindus of North America Youth Action Network,Submit this Google Form to join us!,,Active,,cyan,https://callink.berkeley.edu/organization/cyan,,"CoHNA Youth Action Network empowers young Hindus on campuses to combat Hinduphobia and anti-Hindu bias as well as advocate for human rights. We do this through grassroots mobilization, engaging with experts, policymakers, and stakeholders on campus."
DAES’ Black Film Collective,"We strive to provide a space for Black students to create films, watch films made by Black creators, and to learn about the process of filmmaking. We also aim to give Black students the chance to build their portfolios for future careers in entertainment. 2024 Member Application: https://forms.gle/GBskQZx1p6VLr97M6",DAES,Active,,daesblackfilm,https://callink.berkeley.edu/organization/daesblackfilm,"Media & Publication Student Organizations, Undergraduate Organizations, Black/African American Student Community","We strive to provide a space for Black students to create films, watch films made by Black creators, and to learn about the process of filmmaking. We also aim to give Black students the chance to build their portfolios for future careers in entertainment."
Daily Californian,"The Daily Californian is an independent, student-run newspaper published by the Independent Berkeley Students Publishing Company, Inc. The Daily Californian covers both the UC Berkeley campus and the city of Berkeley. The newspaper publishes every Thursday during the academic year and the summer. Established in 1871, The Daily Californian is one of the oldest newspapers on the West Coast and one of the oldest college newspapers in the country. The Daily Cal is run entirely by current or recently-graduated UC Berkeley students, and the majority of the business division of the newspaper is student-operated as well. One of the few campus newspapers in the country that is completely independent from the university it covers, the Daily Cal supports itself through advertising revenue and does receive funding from the INK Initiative, which requires all UC Berkeley students to pay $2.50 per semester. The Daily Cal earned its independence in 1971 and publishes with the name “The Daily Californian” pursuant to a licensing agreement with the UC Board of Regents. The move toward independence was initiated after the university administration attempted to fire three editors because of a controversial editorial regarding People’s Park, a university-owned lot in the Southside neighborhood of Berkeley that became an unplanned park for locals.",DC,Active,,dailycal,https://callink.berkeley.edu/organization/dailycal,"Media & Publication Student Organizations, Undergraduate Organizations",The Daily Californian serves the campus and local community by producing and distributing a daily newspaper and promoting ideals of excellence in journalism by providing a training ground for students. Apply at apply.dailycal.org.
Dance Games at Berkeley 💙,"Dance Games at Berkeley exists to foster a community around and through arcade style dance games like Dance Dance Revolution, Pump It Up, and In the Groove. The club also owns and operates the Dance Dance Revolution machine in the Cal Esports Community Center.",DGAB,Active,,dancegames,https://callink.berkeley.edu/organization/dancegames,"ASUC Sponsored 2025-26-Student Activity Groups, Recreational Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category","A club for the community around and through arcade style dance games like Dance Dance Revolution, Pump It Up, and In the Groove at UC Berkeley."
Dance Marathon 💙,"An entirely non-profit, student-run enterprise, the Children’s Miracle Network’s Dance Marathon has raised upwards of $350,000,000 for children’s hospitals nationwide since its founding in 1991. Consisting of hours of dancing, live entertainment, educational activities and speakers, themed activities, food, and exciting contests and prizes, Dance Marathon is unlike any other event on campus. In our first year holding Dance Marathon starting in the 2022-23 academic year, we raised $33,125 and won Best New Dance Marathon in the Country at the Children’s Miracle Network Dance Marathon Leadership Conference. Coupling a lively social event with a highly relevant and worthy cause, Dance Marathon continues to attract a growing number of students. https://www.youtube.com/watch?v=g8xMbvAu5W0",DM,Active,,dancemarathon,https://callink.berkeley.edu/organization/dancemarathon,"Service Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",Dance Marathon is a yearlong fundraising campaign that unites the Berkeley community by hosting events and raising awareness and funds for the UCSF Benioff Children's Hospital as part of the Children’s Miracle Network.
Danceworx,"Danceworx was founded in 1988 and is the oldest student-run dance group on the UC Berkeley campus. For over 30 years, we have been providing students with a creative outlet to choreograph, dance, and perform in a fun and supportive environment. Dancers are selected at the beginning of each semester and practice routines in various styles: Jazz/Contemporary, Open and Tap. Throughout the semester, we host social events such as movie nights, Mentorship Activities, workshops in a variety of styles and our End of the Semester Banquet so our dancers can get to know each other better. Each semester culminates in an evening showcase in Zellerbach Hall where dancers are able to show the pieces they have been working on throughout the semester. Our showcases attract over 500 attendees each semester and also feature guest performances from campus and local community groups to foster unity and promote diversity among UC Berkeley’s performing arts community. Danceworx also performs at campus and local events. If you would like Danceworx to perform at one of your events, please contact our Outreach Chair (dwxoutreach@gmail.com). Like us on Facebook! facebook.com/danceworx Follow us on Instagram! https://www.instagram.com/dwxberkeley/ For more information, please visit: dwx.berkeley.edu",DWX,Active,,danceworx,https://callink.berkeley.edu/organization/danceworx,"ASUC Sponsored 2025-26-Student Activity Groups, Performing Arts Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage","The purpose of Danceworx is to provide an outlet for dancers to perform, as well as an opportunity for dancers to learn and improve technique in a fun and supportive environment!"
Data Science Society at Berkeley,"Data Science Society at Berkeley is UC Berkeley's first student-run, not-for-profit organization focused on data science and its interdisciplinary applications. Since our founding in 2016, we have united students from a wide range of disciplines behind our shared passion for all things data. Our mission is to foster a strong data science community on campus by advocating data science education and practice through our various committees and internal and external programs. Our educational and consulting initiatives have impacted hundreds of students in a variety of majors across campus and given them the technical and soft skills needed to thrive in a data-driven world.",DSS,Active,,dssberkeley,https://callink.berkeley.edu/organization/dssberkeley,"ASUC Sponsored 2025-26-Student Activity Groups, Academic Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage","Founded in 2016, Data Science Society at Berkeley is UC Berkeley's first student-run organization focused on data science and its interdisciplinary applications."
DataGood at Berkeley,DataGood at Berkeley is UC Berkeley’s first student-run organization dedicated to tackling socio-economic issues with data science. It was established with the understanding that there is a need to make data science accessible for organizations in the social good sector — the ones that need it the most. We are a passionate group of undergraduate students conscious about wielding our skills for progress and inciting action. We are focused on creating an outlet for students to learn and utilize their data science and software development skills in meaningful impact-driven sectors. Our members are able to learn data science techniques and principles through our Research track and apply these skills through our Industry track.,DG@B,Active,,datagood,https://callink.berkeley.edu/organization/datagood,"ASUC Sponsored 2025-26-Student Activity Groups, Professional Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage",DataGood at Berkeley is Berkeley's first organization dedicated to tackling socioeconomic issues with data science. We are focused on creating an outlet for students to learn and utilize their data science skills in meaningful impact driven sectors.
DataStory,"Welcome to DataStory, a premier student-run organization dedicated to providing top-notch consulting services in the fields of data science and software development. Our club is committed to helping businesses and organizations harness the power of data to make informed decisions and drive meaningful results. We also provide our members with multiple sources of professional development and opportunities, through workshops, case competitions, and speaker panels. Information about our Fall 2025 Recruitment Cycle will come out in mid-August.Feel free to reach out to our current leadership with any questions!President: Katie Zhang; katiezhang@berkeley.edu Internal Vice Presidents: Mason Borgerding; masonborgerding@berkeley.edu & Nikhil Rajgopal; nikhil_rajgopal@berkeley.edu External Vice President: Pulak Dugar; pdugar2@berkeley.edu",DS,Active,,datastory,https://callink.berkeley.edu/organization/datastory,"ASUC Sponsored 2025-26-Student Activity Groups, Professional Student Organizations, Undergraduate Organizations, ABSA-Allocated ESH Storage","As data science emerges as one of the most in-demand professions today, DataStory provides an environment for students to get a taste of what a future in the industry would look like."
Datong Society of China Studies at Berkeley,"Datong Society of China Studies at Berkeley is a student group that aims to facilitate events and discussions on historical and social issues of China and connect students with these interests. We organize seminars, film screenings, and reading sessions to discuss and analyze popular topics in China studies. We strive to utilize the knowledge and resources on campus and beyond to help the Cal community have a better understanding of the culture, politics, and history of China.",Datong,Active,,datongsocietyofchinastudies,https://callink.berkeley.edu/organization/datongsocietyofchinastudies,"Academic Student Organizations, Undergraduate Organizations",Datong Society of China Studies at Berkeley is a student group that aims to facilitate events and discussions on historical and social issues of China and connect students with these interests.
Debate Society of Berkeley,"The largest academic debate organization at the University of California, Berkeley. We compete internationally in the British Parliamentary format, an event featuring four teams of two persons that engage each other through a series of seven-minute speeches interspersed with questions. On the national level, our team competes within the American Parliamentary Debate Association—the oldest intercollegiate debating association in the United States. Our teams consistently compete in the national and world championships, traveling to the Netherlands, Mexico, and South Africa. At home, we coach and judge for local high schools, support Bay Area tournaments, and organize two competitions of our own.",Debate Society of Berkeley,Active,,berkeleydebate,https://callink.berkeley.edu/organization/berkeleydebate,"ASUC Sponsored 2025-26-Student Activity Groups, Academic Student Organizations, Undergraduate Organizations","The premier parliamentary debate organization at the University of California, Berkeley. We compete in the American Parliamentary (APDA) and British Parliamentary (BP) formats."
DeCadence,"DeCadence (""deh-KAY-dence"") is a student-run, all-inclusive a cappella group at the University of California, Berkeley. We perform in several public concerts each semester and are available for private events. Wanna check us out? You can find us singing under Sather Gate every Wednesday at noon!",DEC,Active,,decadence,https://callink.berkeley.edu/organization/decadence,"ASUC Sponsored 2025-26-Student Activity Groups, Performing Arts Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage","DeCadence (""deh-KAY-dence"") is a student-run, co-ed a cappella group at UC Berkeley that loves to add some music and fun to your day. We sing indie, pop, jazz, and any other genre that comes our way. Find us singing under Sather Gate Wednesdays at noon!"
Deewani,The primary mission of Deewani is female empowerment through competitive dance and to perform high energy dances combining many different styles of Indian dance with an emphasis on Bollywood dance in a fusion style.,DW,Active,,deewani,https://callink.berkeley.edu/organization/deewani,"Performing Arts Student Organizations, Undergraduate Organizations",The primary mission of Deewani is female empowerment through competitive dance and to perform high energy dances combining many different styles of Indian dance with an emphasis on Bollywood dance in a fusion style.
Defenders at Berkeley (Formerly Criminal Defense Society) 💙,The purpose of Defenders at Berkeley is to provide Berkeley Law students with a supportive community and opportunities to learn about indigent defense careers through both networking and discussions about important topics in indigent defense. This group Defenders at Berkeley was formerly named Criminal Defense Society- 9/3/20 IZ (PLC),DAB,Active,,defendersatberkeley,https://callink.berkeley.edu/organization/defendersatberkeley,"Graduate Student Organizations, Blue Heart Initiative Category",The purpose of Defenders at Berkeley is to provide Berkeley Law students with a supportive community and opportunities to learn about indigent defense careers through both networking and discussions about important topics in indigent defense.
Delta Consulting,"Delta Consulting was created based on an understanding that an organization that is able to bridge students’ technical coursework and skills with an educational passion does not yet exist. Under this shared passion, our organization brings students from diverse backgrounds, from history and urban studies to EECS majors, together in a space where they can bridge classroom technical knowledge with real-life applications in the education sector. We recognize that there is already an abundance of consulting organizations present on our campus, however, our organization is the only consulting organization focused solely on the education sector. We consult for a wide array of educational organizations, from Educational Technology platforms to non-profit organizations and school districts. Through this niche focus on education and our commitment to inclusion, we believe that our organization can create unique contributions to the Berkeley Student Organization space.",Delta,Active,,deltaconsulting,https://callink.berkeley.edu/organization/deltaconsulting,"ASUC Sponsored 2025-26-Student Activity Groups, Professional Student Organizations, ABSA-Allocated Hearst Storage","Delta Consulting's mission is to help organizations build the future of equitable, accessible, and empowering educational platforms by crafting innovative solutions for long-term impact."
Delta Delta Delta,"Our founders envisioned a women’s fraternity that would inspire the ideals of truth, self-sacrifice and friendship. Tri Delta’s Purpose keeps those values alive with our members today. LEADERSHIP DEVELOPMENT Whether serving as officers or participating in a chapter’s educational programming, our members are offered the support and opportunity to grow as leaders. There are four areas of growth that Tri Delta’s leadership education focuses on: organizational growth, intrapersonal growth, interpersonal growth and professional growth. Throughout the collegiate experience, Tri Delta’s members will attain core competencies and skill development in each of these areas. SCHOLARSHIP Tri Delta understands that its members are college women first, and part of Tri Delta’s Purpose is to broaden the moral and intellectual lives of members. Whether by providing scholarship funds through the Foundation to assist with educational costs, or by promoting academic success through a chapter’s Academic Excellence Initiative, Tri Delta offers encouragement and support to collegiate members as they pursue academic achievement. PHILANTHROPY Members of Tri Delta have a long history of supporting children’s cancer charities at the local level with local children’s hospitals and at the national level with our philanthropic partner, St. Jude Children’s Research Hospital. The Fraternity and its chapters also consistently provide opportunities to raise funds to support the Tri Delta Foundation. This emphasis on philanthropy and service allows our members to develop qualities of unselfish leadership and assume the highest responsibilities of college women. MEMBER DEVELOPMENT As part of the collegiate chapter experience, Tri Delta members will participate in multi-dimensional – “3D” – educational and leadership programs designed to inspire them to Live, Learn and Lead in accordance with Tri Delta’s Purpose. Over the course of the collegiate experience, Tri Deltas enjoy a host of opportunities for personal growth and development while building lifelong friendships.",Tri Delta,Active,,deltadeltadelta,https://callink.berkeley.edu/organization/deltadeltadelta,CalGreeks Panhellenic Council (PHC) Sororities,"Tri Delta is a perpetual bond of friendship that promises lifelong sisterhood and a network of support. Through our innovative educational and leadership programs, Tri Delta provides its members with personal, professional and leadership development."
Delta Epsilon Mu Inc. (Alpha Psi Chapter),"Delta Epsilon Mu is the nation's premier Professional Pre-Health All-Inclusive Fraternity! Our organization works with pre-health students across medicine, dentistry, nursing, psychology, veterinary studies, and more. As a unique asset to prestigious universities across the United States, we strive to employ our principles of dedication, loyalty, friendship and support in all of our efforts. From educational programs to fundraising, to community service, members of Delta Epsilon Mu participate in a diverse set of activities. Our network is comprised of individuals of all backgrounds to produce a strong community of well-rounded students and professionals. This national organization provides students and the community with a non-judgmental, inclusive resource for uniting professionals across the health fields and ""Helping People Together.""",DEM,Active,,deltaepsilonmuinc,https://callink.berkeley.edu/organization/deltaepsilonmuinc,"ASUC Sponsored 2025-26-Student Initiated Service Groups, Professional Student Organizations, Undergraduate Organizations","Delta Epsilon Mu is a Professional Pre-Health Co-Ed Fraternity. We focus on diversity and work with students who are interested in various pre-health professional tracks. We strive to uphold our four pillars of loyalty, dedication, friendship, and suppor"
Delta Gamma,"Delta Gamma offers women of all ages a rich heritage baded upon the ideals of personal integrity, philanthropy, intellectual honesty and above all, Doing Good. Our primary purpose is to foster ideals of friendship, promote educational and cultural interests, create a true sense of social responsibility, and develop the finest qualities of character. Through our membership, we have all made close and lasting friendships, gained a widespread support system, and found a second home. DG offers a study buddy, a friend with whom to go on any adventure, and a confidant. As DGs, we applaud each other's successes, and help each other through individual struggles. Our chapter is made up of women of diverse individual talents, goals, and achievements brought together by a commitment to unwavering and unconditional friendship The Delta Gamma Foundation fosters lifetime enrichment for members, promotes Service for Sight, and partners with the Fraternity to ensure the future of our sisterhood. Service for Sight has been at the heart of Delta Gamma’s philanthropic mission since 1936. The Delta Gamma Foundation has given over $2,800,000 in Service for Sight grants to organizations and schools that share the Foundation’s mission: to promote sight preservation and assistance to children and adults who are blind or visually impaired. Service for Sight supports the four schools founded by Delta Gammas for the visually impaired and other North American organizations that promote sight preservation and provide assistance to children and adults who are blind or visually impaired. This philanthropy has been at the heart of the Delta Gamma mission since 1936 when a member who was blind, Ruth Billow, Eta-Akron, petitioned members to adopt ""Aid to the Blind"" as our official philanthropy.",,Active,,deltagamma,https://callink.berkeley.edu/organization/deltagamma,CalGreeks Panhellenic Council (PHC) Sororities,Delta Gamma
Delta Kappa Alpha,"Established March 16, 1936, Delta Kappa Alpha is a National, Gender-Inclusive, Professional Cinema Fraternity for cinematic arts students of character. As a National organization with over 75 years of history and alumni, our members are connected to the top cinema students from top cinema schools at universities such as Cornell, USC, NYU, UCLA, Chapman University, UT Austin, Columbia University, and many others. DKA is grounded in timeless personal and professional values and principles, and as an organization, our vision is to be recognized as the premier institute of upstanding entertainment industry leaders. Not exclusive to film studies majors, DKA welcomes all gender identities, undergraduates and graduates, who are dedicated to fostering lifelong character, collaborative and creative storytelling, ethical and productive business practices, philanthropic action, and fraternal bonds by and between students of the cinematic arts.",DKA,Active,,deltakappaalpha,https://callink.berkeley.edu/organization/deltakappaalpha,"Professional Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage","The mission of Delta Kappa Alpha is to foster lifelong character, collaborative and creative storytelling, ethical and productive business practices, philanthropic action, and fraternal bonds by and between students of the cinematic arts."
Delta Phi Epsilon Co-ed Professional Foreign Service Fraternity,"Delta Phi Epsilon is UC Berkeley’s Premier Professional Foreign Service and International Relations fraternity. Our membership is gender-inclusive and comprises of individuals with a diverse array of personal backgrounds, lived experiences, academic interests, and career trajectories. What unites us is our shared passion towards international affairs, our commitment to serve the international community, and our efforts to pursue international careers. Our Motto: Latreuo (I serve). Our Mission: To build an extensive network of members across all disciplines and backgrounds To explore and prepare for all types of careers concerning international affairs and engagement with complex global issues To become educated and informed students of international relations by studying, sharing, and debating current events To engage in the international community through charity and service What We Do: Host a bimonthly professional speaker series Offer intimate networking opportunities Provide academic and career advising to our members Conduct professional development workshops Facilitate debates among students Organize campus-wide events Reach out to the local community by arranging philanthropic events Engage with our extensive network of alumni and active members at other top tier universities around the country Learn more at dpe.berkeley.edu",DPE,Active,,deltaphiepsilon,https://callink.berkeley.edu/organization/deltaphiepsilon,"Professional Student Organizations, Undergraduate Organizations",Cal's Only Foreign Service and International Affairs Co-ed Fraternity
Delta Sigma,"While our name is novel, this sorority maintains the strong sisterhood of Sigma chapter that has been at the University for over one hundred years. In its founding, the members of Delta Sigma have shown devotion to our values and each other, and have created an organization that embraces change. The compassion and drive of Delta Sigmas extends far beyond our home at 2311 Prospect Street. Delta Sigmas are leaders on campus and in the UC Berkeley Greek community. From Cal’s cheerleading team, to Berkeley’s Society of Women Engineers, to the Berkeley Business Society, to Cal’s Campus Ambassador program, you can find our members in leadership positions in over 100 campus organizations. As a chapter, we’ve achieved one of the highest G.P.A. ranks, exceeding the all-campus average, all-women average, and the all-PHC-Greek average. In addition to supporting our sisters in their diverse extracurricular involvements, we love going out together for football games and pep rallies, hosting philanthropy fundraisers, and attending formal social events in San Francisco! You can spot us having Friday morning brunch on our deck enjoying the beautiful place we call home! Check out our website, Instagram, and TikTok @caldeltasigma",,Active,,deltasigma,https://callink.berkeley.edu/organization/deltasigma,CalGreeks Panhellenic Council (PHC) Sororities,"Welcome to Delta Sigma at the University of California Berkeley! Delta Sigma Sorority is a local sorority at UC Berkeley that stands for women’s empowerment, diversity, inclusivity, and courage."
Delta Sigma Phi,"Delta Sigma Phi is a national, not-for-profit Fraternity that's helped young men become better for more than a century. Our Fraternity develops strong connections, fosters success in academics, and supports all endeavors members wish to embark on.",,Active,,deltasigmaphi,https://callink.berkeley.edu/organization/deltasigmaphi,CalGreeks Interfraternity Council (IFC) Fraternities,Delta Sigma Phi is a national Fraternity that's helped build great men for over 100 years. Delta Sig welcomes all interested in developing long lasting connections and building strong character.
"Delta Sigma Theta Sorority, Inc.","Delta Sigma Theta Sorority Incorporated founded on January 13th, 1913 on the campus of Howard University, is a public service organization based on the principles of sisterhood, scholarship, and service; committed to the constructive development of its members and to service of the Black community. Delta Sigma Theta Sorority Inc., Kappa Chapter was chartered on the campus of the University of California, Berkeley on February 21, 1921. It is the first historically Black Greek Letter Organization at the University of California, Berkeley, and the first historically Black sorority chartered west of the Rocky Mountains. For more than 100 years, this public service organization has served this campus, the Bay Area, and the state of California.",DST,Active,,deltasigmatheta,https://callink.berkeley.edu/organization/deltasigmatheta,CalGreeks National Pan-Hellenic Council (NPHC) Fraternities & Sororities,"Delta Sigma Theta Sorority Incorporated is a public service organization based on the principles of sisterhood, scholarship, and service."
Delta Upsilon,"Delta Upsilon Fraternity was founded in 1834 upon the basis of non-secrecy, meaning we hold nothing secret: all of our rituals, initiations, and principles are open to the public. We now stand as the oldest and largest non-secret fraternity, and have grown into an organization that focuses on providing our men with a unique college experience, one grounded in our four founding principles of the Promotion of Friendship, Development of Character, Diffusion of Liberal Culture, and the Advancement of Justice. We accomplish this through a variety of educational programming opportunities, including our Leadership Institute, held annually in a different city across the country; the Winter Educational Conference held every January in Indianapolis; the Global Service Initiative, which sends a group of our undergraduate men to Jamaica where they spend a week doing service work; and staff- and volunteer-run Regional Leadership Seminars.",DU,Active,,deltaupsilon,https://callink.berkeley.edu/organization/deltaupsilon,CalGreeks Interfraternity Council (IFC) Fraternities,"Delta Upsilon is the premier men's fraternity committed to Building Better Men for a global society through service, leadership development and lifelong personal growth of our diverse membership. Berkeley Chapter founded in 1896. Rush DU!"
DeTrash@Berkeley 💙,,,Active,,detrash,https://callink.berkeley.edu/organization/detrash,"ASUC Sponsored 2025-26-Student Initiated Service Groups, Environmental & Sustainability Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage, Blue Heart Initiative Category","The purpose of our organization is to clean up the campus and its surrounding environment by organizing regular trash cleanup events, to help achieve Berkeley’s zero-waste goals, and unite like-minded students."
Diaspora Magazine,"DIASPORA is an Afrocentric arts, style & culture magazine made for and by Black UC Berkeley students. We aspire to curate a safe and expressive space for Black creatives to share their artwork, interests, and genius with each other and the greater campus community in digital and print formats.",DSPA,Active,,diasporamagazine,https://callink.berkeley.edu/organization/diasporamagazine,"Media & Publication Student Organizations, Undergraduate Organizations, Black/African American Student Community",Diaspora Magazine serves to provide a safe space for Black students to express creativity through journalism and art. We aim to amplify Black voices and share those perspectives with the broader campus community.
Digital Illustration and Concept Art at Berkeley 💙,"DICA @ Cal is for artists of all levels and backgrounds. We host both online and in-person events where you can share your work, grow your skills, and meet other creatives. It's a space to pause and take a break from the academic grind. While digital art brings us together, DICA's really here as a chance for you to find your community at Cal—aiming to build friendships that last beyond the classroom and a walk across the graduation stage.",DICA,Active,,digitalillustrationandconceptartatberkeley,https://callink.berkeley.edu/organization/digitalillustrationandconceptartatberkeley,"Arts Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",A space for artists of all levels to connect and explore their interests in digital illustration and concept art.
Dil Se,"Dil Se is UC Berkeley's premier south-Asian acapella group. Our unique music combines the melody-based raagas of Hindi film music with the depth and harmony that drive western music to create a fresh perspective on the tradition of a cappella. The group consists of a diverse group of accomplished singers, from years of Hindustani and Carnatic music, to Western Classical and Jazz Choirs. Dil Se has toured across California, and established themselves as one of the best Indian-fusion a cappella groups in the state. Each song entertains audiences with a well-rounded performance that emanates Dil Se -- ""from the heart.""",,Active,,dilse,https://callink.berkeley.edu/organization/dilse,"Performing Arts Student Organizations, Undergraduate Organizations",UC Berkeley's Premier South Asian Acapella Team
Disability Justice Coalition at Berkeley Law (Formerly known as Disabled Students Association at Berkeley 💙),"Our organization aims to provide a space for Berkeley Law students to learn about and advocate for disability justice, to facilitate access to resources and accommodations, and to foster a supportive space for disabled students to find community and mentorship. This group Disability Justice Coalition at Berkeley Law was formerly named Disabled Students Association at Berkeley - [8/26] [AP]",DJCABL,Active,,djcabl,https://callink.berkeley.edu/organization/djcabl,"Graduate Student Organizations, Blue Heart Initiative Category",Disability Justice Coalition at Berkeley Law (Formerly known as Disabled Students Association at Berkeley 💙) aims to foster a supportive community where disabled students at Berkeley Law receive mentorship and facilitate access to resources.
